Run 14989
Subrun 399
Event 3990012
15.1843 -12.6 11.1
12.9699 -15 6.6
7.81812 -29.1 29.1
17.3535 -9.9 15.6
11.087 -16.8 2.1
19.6131 -7.2 20.1
21.5714 -4.5 24.3
10.1229 -18.6 1.8
11.3431 -18.6 1.8
23.8762 -1.5 28.8
10.8761 -18 1.8
12.2619 -15.6 6.3
12.4578 -15.6 6.3
10.4694 -18 1.8
13.7231 -15.3 6.3
12.985 -15.3 6.3
15.0036 -12.9 10.8
15.1241 -12.6 10.8
13.1357 -15 6.3
12.8344 -15 6.3
11.1322 -17.1 1.8
17.2631 -9.9 15.3
19.4625 -7.2 19.8
21.3002 -4.8 23.7
9.92706 -16.8 1.2
19.1612 -7.5 19.2
11.1924 -17.4 1.2
17.0372 -10.2 14.7
11.1623 -17.7 1.2
12.518 -15.3 5.7
14.868 -12.9 10.2
16.9317 -10.5 14.7
13.5122 -15.6 5.7
11.3581 -18 1.2
14.7324 -13.2 10.2
12.744 -15.6 5.7
12.1113 -15.9 5.7
10.62 -18.3 1.2
10.1982 -18.3 1.2
10.4091 -18.3 1.2
10.9966 -18.6 1.2
14.3106 -13.8 10.2
9.95718 -18.9 1.2
23.5598 -2.1 28.2
23.4845 -2.1 28.2
19.3419 -7.2 19.5
19.2516 -7.5 19.5
11.1171 -17.4 1.5
17.1125 -10.2 15
12.7139 -15 6
14.9584 -12.9 10.5
13.693 -15.3 6
13.8436 -15.6 6
12.8645 -15.6 6
12.3373 -15.6 6
10.8309 -18 1.5
13.5574 -15.6 6
14.0696 -13.5 10.5
14.2052 -13.5 10.5
12.1414 -15.9 6
10.2886 -18.3 1.5
10.7706 -18.3 1.5
14.3257 -13.8 10.5
11.2527 -18.6 1.5
23.6803 -1.8 28.5
21.4961 -4.2 24
21.5111 -6.9 24
10.0024 -18.9 1.5
Run 14989
Subrun 399
Event 3990013
5.09157 -19.2 18.6
4.85055 -26.4 59.1
8.46587 -21.6 27.6
17.1577 -31.2 9.6
20.7881 0 27.6
18.4682 -28.8 45.6
18.4682 -9.6 59.1
16.8715 -33.6 5.1
5.85983 -17.1 5.1
18.4833 -9.9 36.6
5.46817 -17.1 14.1
5.46817 -2.7 68.1
9.29438 -24.3 63.6
8.48093 -21.9 27.6
10.4242 -12.3 5.1
10.4242 -17.1 32.1
16.9769 -33.9 5.1
16.9769 -31.5 9.6
17.3836 -33.9 0.6
17.6247 -9.9 18.6
20.8935 -2.7 23.1
5.10663 -17.1 23.1
5.10663 -19.5 18.6
7.20051 -5.1 54.6
17.1577 -31.5 5.1
10.6049 -19.8 59.1
10.6049 -19.8 45.6
17.0071 -31.8 9.6
9.91199 -10.2 18.6
9.41489 -10.2 23.1
5.04638 -17.4 23.1
19.2064 -0.6 23.1
5.95021 -3 63.6
15.9978 -29.4 23.1
9.08348 -17.7 14.1
9.58059 -17.7 9.6
9.67097 -10.5 18.6
4.92587 -17.7 27.6
16.9317 -34.5 9.6
16.9317 -34.5 5.1
15.7718 -34.5 27.6
38.714 -8.4 0.6
16.3744 -34.8 14.1
10.8158 -20.4 68.1
6.55276 -20.4 9.6
9.88187 -10.8 18.6
9.88187 -11.1 18.6
15.7568 -30.3 32.1
6.20629 -3.9 63.6
36.816 -8.7 23.1
38.3224 -8.7 5.1
10.1229 -18.3 23.1
15.9978 -30.3 23.1
15.9978 -35.1 18.6
5.27234 -20.7 18.6
5.27234 -18.3 14.1
16.6756 -35.1 9.6
37.2679 -9 18.6
18.5586 -9 0.6
20.2608 -4.2 23.1
37.6294 -9 14.1
10.4242 -18.6 32.1
10.4242 -13.8 0.6
10.2886 -13.8 9.6
5.21208 -21 18.6
16.2689 -35.4 14.1
20.4567 -1.8 27.6
38.0512 -9 5.1
10.1982 -18.9 23.1
8.97804 -9.3 32.1
36.4544 -9.3 32.1
20.547 -2.1 27.6
16.5702 -30.9 0.6
18.5134 -9.3 9.6
18.5134 -9.3 0.6
17.941 -11.7 18.6
5.1217 -21.3 18.6
19.5528 -2.1 23.1
14.4161 -35.7 68.1
18.5285 -28.8 41.4
18.5285 -9.6 32.4
18.5285 -9.6 27.9
5.21208 -19.2 18.9
4.94093 -16.8 32.4
5.81463 -4.8 63.9
17.0974 -31.2 9.9
10.394 -16.8 32.4
18.4984 -29.1 41.4
5.72425 -19.5 18.9
5.72425 -17.1 14.4
9.24918 -9.9 27.9
9.65591 -17.1 9.9
17.3535 -33.9 0.9
7.12519 -5.1 54.9
17.1426 -31.5 9.9
8.97804 -17.4 14.4
10.5748 -19.8 41.4
19.0256 -7.8 14.4
5.98034 -3 63.9
9.3697 -10.2 23.4
9.55046 -17.4 9.9
15.9526 -29.4 23.4
9.94212 -10.2 18.9
9.94212 -10.2 14.4
8.93285 -8.1 32.4
9.55046 -10.5 23.4
9.7011 -10.5 18.9
15.7417 -34.5 27.9
38.699 -8.4 0.9
6.61302 -20.4 9.9
37.0118 -8.4 18.9
9.89693 -10.8 18.9
10.7706 -20.4 68.4
16.6455 -30 0.9
16.6455 -34.8 9.9
16.2237 -34.8 18.9
16.2237 -34.8 14.4
16.9016 -32.4 9.9
38.3224 -8.7 5.4
20.3211 -3.9 23.4
10.153 -18.3 41.4
9.85174 -11.1 18.9
15.9978 -30.3 23.4
15.7417 -35.1 27.9
16.5551 -30.3 14.4
16.5551 -30.3 0.9
37.2528 -9 18.9
37.5842 -9 14.4
18.5737 -11.4 63.9
36.6804 -9 27.9
10.4091 -18.6 32.4
10.3037 -21 63.9
10.3037 -13.8 5.4
20.4717 -1.8 27.9
37.9608 -9 9.9
16.2388 -35.4 18.9
36.4394 -9.3 32.4
19.6282 -2.1 23.4
19.6282 -6.9 18.9
10.1681 -18.9 23.4
8.96297 -18.9 14.4
16.5551 -33.3 14.4
20.6224 -2.1 27.9
18.4833 -11.7 27.9
18.4833 -11.7 23.4
18.4833 -30.9 45.9
4.89574 -16.8 31.5
19.4474 0 22.5
18.4984 -9.6 58.5
18.4984 -7.2 4.5
18.4984 -7.2 13.5
18.4984 -7.2 9
17.1577 -31.2 9
16.9317 -33.6 4.5
20.1102 -2.4 22.5
20.8182 -2.4 22.5
5.31753 -7.2 63
19.2666 0 22.5
14.3106 -28.8 54
14.3106 -33.6 67.5
18.4381 -9.9 27
18.4381 -9.9 22.5
18.4381 -29.1 45
5.64893 -2.7 67.5
10.4242 -17.1 31.5
7.2457 -5.1 54
5.88995 -2.7 63
9.35463 -9.9 22.5
8.40561 -7.5 36
17.459 -31.5 0
17.7602 -9.9 18
17.1728 -31.5 4.5
20.7881 -2.7 22.5
14.1751 -29.1 58.5
9.49021 -24.6 63
20.8634 -3 22.5
5.78451 -17.4 4.5
5.78451 -17.4 0
19.2214 -0.6 22.5
5.98034 -3 63
9.67097 -17.7 9
5.42298 -17.7 13.5
15.7718 -34.5 27
10.6652 -20.1 67.5
9.33957 -10.5 22.5
6.49251 -3.6 63
4.4137 -18 45
10.0174 -10.8 18
16.6154 -30 18
20.6525 -1.2 27
15.8923 -34.8 27
15.8923 -34.8 22.5
16.9619 -32.4 9
16.1484 -35.1 18
15.8923 -35.1 27
10.1229 -18.3 22.5
38.3977 -8.7 0
9.95718 -11.1 13.5
9.95718 -18.3 18
38.0211 -8.7 9
38.0211 -8.7 4.5
37.0118 -9 22.5
16.3442 -35.4 18
10.3338 -13.8 9
10.3338 -21 63
18.5737 -11.4 63
37.6897 -9 13.5
37.3281 -9 13.5
18.4833 -9.3 9
36.4996 -9.3 31.5
10.2283 -14.1 9
9.06842 -18.9 13.5
9.06842 -11.7 27
16.6305 -30.9 0
16.9619 -33.3 9
5.6188 -18.9 4.5
20.7579 -4.5 22.5
17.1426 -31.2 9.3
4.956 -16.8 22.8
18.4833 -7.2 9.3
18.4833 -7.2 0.3
4.86561 -9.6 63.3
5.30246 -19.2 18.3
16.9016 -33.6 4.8
19.4926 0 22.8
17.9862 -9.6 18.3
8.46587 -21.6 27.3
18.1519 -9.6 40.8
5.58868 -2.7 67.8
18.4682 -29.1 40.8
18.4682 -9.9 31.8
18.4682 -9.9 27.3
5.84476 -2.7 63.3
9.29438 -24.3 63.3
7.2457 -5.1 54.3
10.4091 -17.1 31.8
17.459 -31.5 0.3
8.51106 -21.9 27.3
17.1878 -31.5 9.3
19.3871 -0.3 22.8
20.9387 -2.7 22.8
17.6397 -9.9 18.3
9.52033 -17.4 9.3
9.33957 -24.6 63.3
10.6351 -19.8 45.3
10.6351 -19.8 49.8
19.1913 -7.8 13.8
20.9236 -3 22.8
8.54119 -22.2 27.3
18.5285 -10.2 63.3
19.3269 -0.6 22.8
5.98034 -3 63.3
9.68604 -17.7 9.3
9.26425 -10.5 27.3
5.51336 -3.3 67.8
15.8019 -34.5 27.3
9.88187 -10.8 18.3
6.49251 -3.6 63.3
38.7441 -8.4 0.3
4.60953 -18 36.3
4.69991 -10.8 63.3
20.7429 -1.2 27.3
5.42298 -8.4 63.3
16.6907 -30 0.3
15.7116 -34.8 27.3
15.8019 -35.1 27.3
38.3977 -8.7 4.8
10.1379 -18.3 22.8
9.94212 -11.1 18.3
16.6305 -30.3 13.8
16.6305 -30.3 0.3
20.6224 -1.5 27.3
15.9676 -30.3 22.8
15.9676 -35.1 18.3
36.7256 -8.7 27.3
37.991 -8.7 9.3
16.8564 -32.7 9.3
15.5459 -35.1 40.8
18.5888 -11.4 63.3
37.6595 -9 13.8
37.283 -9 18.3
37.283 -9 13.8
5.96527 -4.2 63.3
10.3187 -21 63.3
10.3187 -13.8 4.8
16.3141 -35.4 13.8
20.6826 -1.8 27.3
36.7407 -9 27.3
37.057 -9 18.3
5.84476 -6.6 63.3
5.84476 -4.2 63.3
16.4497 -30.6 13.8
16.4497 -30.6 0.3
10.1982 -18.9 22.8
18.4984 -11.7 58.8
18.4984 -9.3 4.8
18.4984 -9.3 13.8
18.4984 -9.3 9.3
9.00816 -18.9 13.8
20.1705 -4.5 22.8
36.4846 -9.3 31.8
16.6305 -33.3 13.8
6.05566 -4.5 63.3
36.3038 -11.7 39.9
36.3038 -9.3 35.4
18.4532 -11.7 48.9
36.5147 -9.3 30.9
36.7708 -9.3 26.4
10.5296 -21.3 44.4
10.2585 -14.1 12.9
16.6154 -35.7 12.9
37.3733 -9 17.4
37.057 -9 21.9
9.97225 -18.6 21.9
9.97225 -18.6 44.4
10.2585 -13.8 12.9
18.5436 -11.4 66.9
37.7047 -9 12.9
8.75208 -9 35.4
16.3442 -30.6 21.9
36.7708 -9 26.4
7.30595 -6.3 57.9
10.0928 -18.3 26.4
38.4881 -8.7 3.9
15.6513 -30.3 30.9
38.0663 -8.7 8.4
15.8622 -35.1 30.9
16.0731 -35.1 21.9
9.65591 -10.8 21.9
10.5748 -20.4 62.4
10.1982 -18 30.9
9.98731 -10.8 21.9
9.98731 -10.8 17.4
4.02204 -15.6 57.9
10.4091 -18 35.4
10.4091 -13.2 3.9
7.29089 -18 3.9
38.473 -8.4 3.9
7.17038 -6 57.9
20.8634 -3.3 26.4
15.8019 -34.5 30.9
10.6351 -20.1 53.4
10.6351 -20.1 57.9
9.67097 -10.5 21.9
16.0128 -29.7 26.4
19.0859 -0.9 26.4
9.85174 -10.5 21.9
16.2689 -34.5 21.9
16.2689 -34.5 17.4
19.3269 -0.6 26.4
9.42995 -10.2 26.4
18.4833 -7.8 12.9
22.8217 -3 35.4
5.95021 -3 66.9
18.4682 -9.9 30.9
18.4682 -9.9 26.4
18.4682 -29.1 48.9
19.3419 -0.3 26.4
5.64893 -17.1 8.4
5.93514 -2.7 66.9
17.4439 -31.5 12.9
17.4439 -31.5 8.4
5.46817 -19.5 21.9
19.9445 -5.1 21.9
10.4392 -12.3 8.4
4.29319 -14.7 8.4
7.11012 -5.1 57.9
4.85055 -16.8 39.9
5.16689 -19.2 21.9
4.98612 -19.2 21.9
5.6188 -16.8 12.9
18.4984 -9.6 30.9
18.4984 -9.6 26.4
18.4984 -28.8 48.9
5.36272 -2.4 71.4
16.9769 -33.6 8.4
9.08348 -16.8 17.4
19.0708 -7.2 17.4
7.12519 -4.8 57.9
18.4984 -9.3 3.6
18.4984 -11.7 66.6
13.3465 -21.3 71.1
36.3038 -9.3 35.1
10.5597 -21.3 44.1
10.5597 -21.3 62.1
36.5147 -9.3 30.6
10.2886 -21.3 66.6
10.2886 -14.1 8.1
36.7858 -9.3 26.1
5.18195 -21.3 21.6
18.7545 -35.7 53.1
37.3583 -9 17.1
37.7198 -9 12.6
8.76714 -23.4 30.6
10.3639 -13.8 8.1
10.0024 -18.6 44.1
18.5436 -11.4 66.6
37.0871 -9 21.6
10.2283 -13.8 12.6
7.42646 -18.3 3.6
38.0964 -8.7 8.1
15.6513 -30.3 30.6
15.6513 -35.1 35.1
15.6513 -35.1 30.6
10.1078 -18.3 26.1
15.817 -35.1 30.6
15.817 -35.1 26.1
17.3686 -32.7 3.6
7.47165 -6 57.6
9.94212 -10.8 21.6
17.9109 -10.8 21.6
9.68604 -10.8 21.6
17.7151 -10.8 21.6
19.3118 -1.2 26.1
15.7417 -34.8 30.6
38.4881 -8.4 3.6
4.0371 -15.6 44.1
4.0371 -15.6 53.1
20.8935 -3.3 26.1
21.1647 -3.3 26.1
15.817 -34.5 30.6
10.6501 -20.1 57.6
10.6501 -20.1 71.1
9.65591 -17.7 12.6
9.65591 -10.5 21.6
19.0557 -8.1 17.1
4.09736 -15.3 53.1
9.85174 -10.5 21.6
17.6548 -10.5 21.6
15.9978 -29.7 26.1
16.2539 -34.5 17.1
19.8692 -5.4 21.6
9.41489 -10.2 26.1
5.87489 -5.4 66.6
17.5945 -10.2 21.6
4.35344 -17.4 48.6
22.8368 -3 35.1
6.17617 -3 66.6
6.40212 -3 66.6
18.4381 -7.8 12.6
21.0592 -3 26.1
5.81463 -5.1 66.6
20.065 -5.1 21.6
5.67906 -17.1 8.1
10.4392 -17.1 35.1
5.51336 -17.1 12.6
17.474 -31.5 3.6
18.4381 -7.5 12.6
5.36272 -19.5 21.6
5.03132 -17.1 30.6
19.2968 -0.3 26.1
6.52263 -19.5 12.6
17.2029 -31.5 8.1
4.97106 -26.4 62.1
5.33259 -16.8 17.1
5.33259 -2.4 71.1
16.9769 -33.6 8.1
16.9769 -31.2 12.6
9.08348 -16.8 17.1
18.4682 -7.2 12.6
18.4682 -7.2 3.6
7.04987 -4.8 62.1
10.3037 -12 12.6
10.3037 -19.2 66.6
36.5298 -9.3 29.7
36.831 -9.3 25.2
36.349 -9.3 34.2
18.4984 -9.3 2.7
18.4984 -11.7 65.7
16.4648 -30.9 20.7
17.8808 -11.7 20.7
10.3037 -13.8 11.7
8.84246 -9 34.2
18.5436 -11.4 65.7
37.4336 -9 16.2
10.0476 -18.6 43.2
6.88417 -6.6 61.2
19.6733 -6.6 20.7
37.1323 -9 20.7
16.1785 -35.4 20.7
37.7951 -9 11.7
17.5644 -33 2.7
17.5644 -11.4 20.7
17.6849 -11.4 20.7
10.0928 -18.3 43.2
10.0928 -18.3 25.2
4.82042 -11.1 65.7
15.8923 -35.1 25.2
38.1567 -8.7 7.2
15.6212 -30.3 34.2
15.6212 -30.3 29.7
15.7116 -35.1 29.7
7.93863 -8.4 47.7
9.73123 -10.8 20.7
19.7637 -6 20.7
38.5332 -8.4 2.7
9.94212 -18 20.7
9.94212 -18 43.2
16.6455 -30 2.7
15.7568 -34.8 29.7
16.1183 -34.8 20.7
16.8263 -34.8 7.2
10.6953 -20.1 70.2
19.0859 -8.1 16.2
9.76135 -10.5 20.7
9.62578 -17.7 11.7
9.62578 -10.5 20.7
9.41489 -10.2 25.2
22.897 -3 34.2
19.0859 -0.6 25.2
2.50059 -17.4 65.7
10.5145 -19.8 43.2
10.5145 -19.8 61.2
15.8622 -34.2 29.7
15.8622 -34.2 25.2
5.67906 -17.1 7.2
5.52842 -17.1 11.7
18.4532 -29.1 43.2
18.4532 -9.9 34.2
18.4532 -9.9 29.7
17.2481 -31.5 7.2
5.39285 -2.7 70.2
10.5296 -19.5 43.2
4.89574 -26.4 61.2
10.2735 -12 11.7
9.1588 -9.6 29.7
18.4532 -7.2 11.7
18.4532 -7.2 2.7
5.24221 -19.2 20.7
16.992 -31.2 11.7
5.36272 -7.2 65.7
5.36272 -16.8 11.7
16.751 -33.6 11.7
17.7 -11.7 20.4
18.4833 -9.3 2.4
36.3339 -9.3 33.9
36.59 -9.3 29.4
36.8762 -9.3 24.9
37.4185 -9 15.9
37.1474 -9 20.4
8.87259 -9 33.9
5.01625 -18.6 24.9
18.5586 -11.4 65.4
10.1078 -18.6 24.9
37.8252 -9 11.4
10.3187 -13.8 6.9
16.1785 -35.4 20.4
19.6733 -6.6 20.4
16.4798 -30.6 20.4
16.4798 -33 15.9
15.8471 -35.1 29.4
10.0928 -18.3 42.9
10.2133 -13.5 11.4
15.7116 -30.3 33.9
15.7116 -30.3 29.4
6.74859 -20.7 11.4
6.74859 -6.3 60.9
38.1567 -8.7 6.9
8.1194 -8.4 47.4
9.89693 -10.8 20.4
38.5332 -8.4 2.4
9.74629 -10.8 20.4
10.1982 -18 29.4
10.1982 -13.2 11.4
16.6305 -34.8 11.4
12.1113 -20.4 69.9
19.7487 -6 20.4
7.84825 -8.4 47.4
18.9955 -8.1 15.9
9.79148 -10.5 20.4
10.7405 -20.1 69.9
9.61072 -17.7 11.4
9.61072 -10.5 20.4
16.3442 -29.7 20.4
9.42995 -10.2 24.9
18.8448 -10.2 69.9
19.0557 -0.6 24.9
10.5296 -19.8 42.9
10.5296 -19.8 60.9
15.8471 -34.2 29.4
15.8471 -34.2 24.9
5.92008 -3 65.4
22.9271 -3 33.9
5.70919 -17.1 2.4
5.54349 -17.1 11.4
18.4381 -29.1 42.9
18.4381 -9.9 33.9
18.4381 -9.9 29.4
5.40791 -17.1 15.9
17.5493 -9.9 20.4
30.444 -2.7 33.9
17.2481 -31.5 6.9
17.0221 -31.2 11.4
4.88068 -16.8 33.9
5.04638 -19.2 20.4
9.17387 -9.6 29.4
5.18195 -19.2 20.4
10.2886 -12 11.4
16.766 -33.6 11.4
18.4532 -7.2 11.4
18.4532 -7.2 2.4
5.30246 -2.4 69.9
5.30246 -7.2 65.4
6.62808 -19.2 11.4
4.5794 -16.8 38.4
10.62 -19.2 42.9
4.47395 -16.8 20.4
3.90153 -4.8 69.9
7.92357 -7.2 47.4
36.108 -9.6 38.4
4.30825 -16.8 47.4
13.8587 -28.8 69.9
4.12749 -14.4 6.9
6.44731 -2.4 65.4
6.44731 -19.2 11.4
35.8368 -9.9 42.9
9.3245 -24.3 65.4
10.6652 -19.5 69.9
13.919 -29.1 69.9
7.9537 -7.5 47.4
14.4613 -34.2 69.9
8.23991 -7.8 42.9
10.6953 -19.8 69.9
14.0997 -29.4 60.9
35.5958 -10.2 47.4
14.2353 -34.2 69.9
18.4231 -29.4 47.4
18.4231 -10.2 60.9
6.94442 -5.4 60.9
18.7545 -34.2 51.9
18.3929 -29.7 42.9
18.3929 -10.5 33.9
18.3929 -10.5 29.4
35.4 -10.5 51.9
15.0186 -29.7 47.4
10.7254 -20.1 69.9
14.5215 -34.5 69.9
14.7174 -34.5 56.4
22.7464 -3.3 33.9
15.5459 -34.5 42.9
22.3246 -3.3 69.9
18.8599 -8.1 15.9
6.92936 -5.7 60.9
19.0256 -0.9 24.9
35.0836 -10.8 69.9
8.54119 -22.8 29.4
35.2192 -10.8 56.4
19.1612 -1.2 24.9
10.7706 -20.4 69.9
18.3929 -30 42.9
18.3929 -10.8 33.9
18.3929 -10.8 29.4
7.32102 -6 56.4
14.9734 -30 47.4
14.7475 -34.8 60.9
14.7475 -34.8 56.4
15.4404 -34.8 42.9
15.5911 -34.8 29.4
6.28161 -3.6 65.4
34.451 -10.8 69.9
4.38357 -18 42.9
34.2853 -11.1 65.4
34.8125 -11.1 69.9
18.4833 -8.7 2.4
18.4833 -11.1 65.4
4.45889 -18.3 47.4
7.26076 -6.3 56.4
22.3547 -3.9 69.9
15.2898 -35.1 42.9
18.6189 -11.4 65.4
7.5771 -6.6 51.9
3.73583 -16.5 69.9
3.88647 -16.5 56.4
10.5296 -21.3 42.9
18.7394 -11.7 69.9
18.7394 -35.7 51.9
10.62 -19.2 60.6
9.35463 -24 65.1
6.64314 -19.2 11.1
4.45889 -16.8 51.6
4.59446 -26.4 60.6
36.1381 -9.6 38.1
19.9445 -4.8 20.1
3.73583 -14.4 47.1
2.96757 -17.1 69.6
35.867 -9.9 42.6
7.9537 -7.5 47.1
10.6501 -19.5 69.6
13.8738 -29.1 69.6
35.6109 -10.2 47.1
14.4914 -34.2 65.1
14.0997 -29.4 65.1
10.6953 -19.8 69.6
15.6212 -29.4 33.6
15.6212 -29.4 29.1
14.3106 -34.2 69.6
18.3779 -29.4 47.1
18.3779 -10.2 60.6
17.2782 -31.8 6.6
22.3999 -3 69.6
14.8831 -29.4 47.1
35.4301 -10.5 51.6
18.3929 -29.7 42.6
18.3929 -10.5 33.6
18.3929 -10.5 29.1
14.7927 -34.5 56.1
15.1843 -34.5 47.1
18.8298 -34.5 51.6
8.27004 -8.1 42.6
6.95948 -5.7 60.6
14.9734 -29.7 47.1
10.7405 -20.1 69.6
14.5516 -34.5 69.6
22.3547 -3.3 69.6
15.5609 -29.7 33.6
35.0987 -10.8 69.6
15.4404 -34.8 42.6
35.2343 -10.8 56.1
35.2343 -10.8 51.6
10.7706 -20.4 69.6
18.408 -30 42.6
14.9734 -30 47.1
34.5413 -10.8 69.6
