Run 14942
Subrun 120
Event 1200010
21.8269 -0.45 58.25
19.9758 -0.45 71.75
24.3721 -14.85 26.75
46.1411 -2.85 76.25
27.5921 -2.55 53.75
42.3233 -12.15 71.75
46.2375 -2.55 76.25
29.3274 -9.75 49.25
29.636 -9.75 49.25
23.5429 -2.25 53.75
26.9751 -11.85 17.75
29.0961 -7.05 53.75
42.439 -11.85 71.75
46.1989 -2.25 76.25
46.1989 -1.95 76.25
18.7032 -8.85 80.75
18.7032 3.15 62.75
46.1989 -1.65 76.25
18.5875 -8.55 80.75
46.064 -1.35 76.25
28.0163 -6.15 49.25
41.205 -13.05 70.85
22.1354 -0.75 57.35
45.5434 -5.55 75.35
20.4772 -0.45 70.85
38.4477 -10.05 70.85
23.7743 -7.35 48.35
9.48659 2.25 48.35
14.9626 -0.15 48.35
27.9006 -7.35 48.35
38.5055 -9.75 70.85
46.2182 -2.55 75.35
19.8216 0.15 70.85
29.7516 -9.45 48.35
27.862 -7.05 48.35
25.0276 -11.85 25.85
27.4957 -11.85 16.85
20.1879 0.45 70.85
27.4186 -1.95 52.85
22.2318 1.05 57.35
41.2628 -10.95 70.85
24.4685 1.35 62.15
22.1547 -1.05 57.65
14.8083 -7.95 84.65
14.8083 4.05 75.65
41.5906 -12.75 71.15
22.0583 -0.75 57.65
24.6034 1.95 62.15
14.9626 -0.45 48.65
20.3036 -0.45 71.15
41.8798 -12.45 71.15
45.659 -5.25 75.65
38.4863 -9.75 71.15
46.2375 -2.55 75.65
23.7743 -7.35 48.65
45.6976 -4.95 75.65
23.7165 -7.05 48.65
25.0662 -11.85 26.15
27.7849 -7.05 39.65
30.0794 -14.25 21.65
29.8288 -9.45 48.65
24.6613 2.85 62.15
20.0915 0.45 71.15
25.0662 -11.55 26.15
19.2046 -11.55 30.65
27.3414 -11.55 17.15
8.79245 3.45 47.45
45.3891 -3.75 74.45
27.9199 -6.15 47.45
22.5596 1.05 56.45
16.7751 -1.65 38.45
16.5051 0.75 47.45
20.6314 0.75 69.95
22.6174 0.75 56.45
20.1301 0.75 69.95
44.7335 -11.55 69.95
20.8435 0.45 56.45
39.701 -11.55 69.95
14.2877 -7.05 83.45
28.0356 -7.05 47.45
39.9709 -11.85 69.95
20.1879 -0.45 69.95
24.1407 1.95 65.45
15.1554 -0.45 47.45
29.5588 -10.05 47.45
29.6745 -10.05 47.45
20.8242 -0.75 56.45
20.053 -0.75 69.95
22.521 -1.05 56.45
22.6174 1.05 56.15
27.9006 -6.15 47.15
22.7138 0.75 56.15
19.918 0.45 69.65
20.9014 0.45 56.15
28.2477 -7.05 47.15
14.2877 -7.35 83.15
39.6817 -12.15 69.65
24.0635 -14.55 24.65
44.425 -12.15 69.65
14.4613 -7.35 83.15
14.0178 -7.65 83.15
20.8628 -0.75 56.15
38.467 -10.35 69.65
22.7138 1.05 55.85
22.8488 0.75 55.85
27.9584 -6.45 46.85
19.7444 0.45 69.35
21.152 -9.45 33.35
28.3634 -7.05 46.85
24.1214 2.55 64.85
13.7093 2.25 78.35
13.9021 -7.35 82.85
44.3286 -12.15 69.35
14.0949 -7.65 82.85
39.5082 -12.45 69.35
23.2923 -2.85 51.35
20.9206 -0.75 55.85
39.3154 -12.75 69.35
26.2809 -12.75 15.35
29.6552 -10.35 46.85
35.6711 -17.85 24.35
26.0496 -15.45 24.35
38.8333 -10.95 69.05
22.9452 0.75 55.55
28.6719 -9.15 28.55
19.5709 0.45 69.05
27.9392 -6.75 46.55
39.1418 -11.55 69.05
39.2768 -11.55 69.05
39.3925 -11.55 69.05
23.0416 -16.35 73.55
39.5467 -11.55 69.05
14.172 -7.05 82.55
21.287 -9.45 33.05
28.5562 -9.45 28.55
39.701 -11.85 69.05
39.7781 -12.15 69.05
24.0828 -14.55 24.05
24.5263 2.25 60.05
23.5429 -2.55 51.05
39.9131 -12.45 69.05
24.507 1.95 60.05
44.0972 -12.45 69.05
39.3346 -12.45 69.05
39.1997 -12.75 69.05
43.9237 -12.75 69.05
29.7324 -10.35 46.55
40.0095 -12.75 69.05
38.9876 -13.05 69.05
35.7675 -17.85 24.05
21.7883 1.05 54.65
38.5441 -8.85 68.15
24.642 3.15 59.15
29.1346 -8.85 45.65
43.2681 -11.25 68.15
38.2742 -9.15 63.65
38.2742 -13.95 68.15
23.2923 -16.35 72.65
27.6692 -6.75 36.65
29.0575 -6.75 50.15
29.6745 -9.15 45.65
39.3346 -11.55 68.15
20.7664 0.15 54.65
21.1134 -9.45 32.15
28.1513 -7.05 45.65
19.5902 -0.15 68.15
26.5894 -7.35 41.15
24.4492 2.25 59.15
21.5184 -2.55 54.65
27.7271 -7.35 36.65
27.7271 -7.35 41.15
29.983 -10.35 45.65
26.9558 -13.05 14.15
30.7736 -13.05 40.85
30.5422 -13.05 40.85
33.0681 -17.85 27.35
27.9777 -8.25 49.85
30.118 -10.35 49.85
32.5282 -15.15 18.35
30.5808 -12.75 40.85
31.9498 -12.75 22.85
27.0329 -12.75 18.35
29.6167 -10.05 49.85
31.6027 -10.05 40.85
31.6027 -12.45 22.85
31.1206 -10.05 40.85
28.267 -7.65 49.85
21.1906 -9.75 36.35
29.3853 -9.75 49.85
28.2477 -7.35 49.85
28.9033 -9.75 31.85
30.4458 -12.15 40.85
37.9656 -9.75 67.85
39.3732 -11.85 72.35
26.4738 -9.45 40.85
31.6798 -11.85 22.85
29.6552 -9.45 49.85
30.8507 -11.85 40.85
28.0549 -7.05 49.85
29.1346 -9.15 49.85
16.6594 0.45 49.85
29.4431 -9.15 49.85
28.5562 -9.15 31.85
28.5562 -8.85 36.35
29.1732 -8.85 49.85
29.7516 -8.85 49.85
33.3766 -16.05 27.35
39.2961 -11.25 72.35
24.8155 -11.25 27.35
26.6859 -6.45 45.35
32.0269 -13.35 18.35
29.1732 -8.55 49.85
33.338 -15.75 27.35
30.6772 -10.95 40.85
29.5781 -8.55 49.85
24.8155 -13.35 18.35
26.7244 -6.15 45.35
30.0794 -8.55 49.85
30.4651 -10.95 40.85
29.0961 -10.65 48.95
12.7259 -3.45 30.95
29.8288 -10.65 48.95
30.3301 -10.65 44.45
30.3301 -13.05 39.95
27.8235 -8.25 48.95
30.6772 -13.05 39.95
12.7645 -3.15 30.95
28.4019 -7.95 48.95
25.1626 -12.75 26.45
38.0621 -10.35 66.95
30.118 -15.15 21.95
29.366 -10.35 48.95
46.6038 -3.15 75.95
28.9033 -10.05 30.95
31.7184 -12.45 21.95
28.6719 -10.05 30.95
28.0934 -7.65 48.95
29.1925 -10.05 48.95
28.267 -10.05 35.45
29.6167 -10.05 48.95
27.9777 -7.35 48.95
29.8481 -9.75 48.95
31.9305 -14.55 17.45
21.7883 -0.15 57.95
24.6227 2.25 62.45
24.8541 -12.15 26.45
30.5615 -12.15 39.95
26.3195 -12.15 17.45
24.4106 2.25 62.45
29.5203 -9.75 48.95
29.366 -9.75 48.95
25.4133 -11.85 26.45
28.5947 -9.45 30.95
25.2204 -11.85 26.45
27.8813 -14.25 17.45
27.8813 -11.85 30.95
30.3301 -9.45 35.45
29.4624 -9.15 48.95
34.2828 -16.35 26.45
28.5562 -9.15 30.95
30.2915 -9.15 44.45
30.2915 -11.55 39.95
30.0987 -9.15 35.45
27.9199 -6.45 48.95
28.3248 -8.85 35.45
28.7297 -8.85 30.95
29.4046 -8.85 48.95
26.5702 -8.85 39.95
30.735 -10.95 39.95
26.2231 -13.35 26.45
33.3959 -15.75 26.45
26.4738 -6.15 44.45
30.0216 -8.55 48.95
27.9006 -6.15 48.95
29.1154 -10.65 48.65
25.8375 -13.05 30.65
26.4352 -13.05 17.15
28.4212 -10.65 30.65
27.8042 -8.25 48.65
29.0189 -7.95 53.15
25.3361 -12.75 26.15
28.2091 -7.95 48.65
28.5176 -10.35 30.65
31.352 -10.35 39.65
25.5868 -12.45 26.15
25.7796 -7.65 35.15
25.7796 -17.25 48.65
32.374 -14.85 17.15
31.7955 -14.85 30.65
29.0189 -10.05 48.65
29.8288 -10.05 48.65
29.9445 -12.45 26.15
28.0163 -7.65 48.65
26.1653 -14.85 48.65
29.9059 -9.75 48.65
21.904 -0.15 57.65
24.4299 2.25 62.15
32.0269 -14.55 17.15
30.5808 -12.15 39.65
29.501 -9.75 48.65
16.4666 -0.15 48.65
24.7191 -12.15 26.15
29.6938 -9.45 48.65
28.5176 -9.45 30.65
24.1407 -14.25 26.15
30.3879 -11.85 39.65
28.5947 -9.15 30.65
28.9225 -6.75 39.65
28.9225 -6.75 53.15
30.3108 -9.15 35.15
24.2949 -13.95 26.15
29.4046 -9.15 48.65
29.7324 -9.15 48.65
34.4757 -16.35 26.15
28.7104 -8.85 30.65
28.8261 -6.45 39.65
28.8261 -6.45 53.15
29.4239 -8.85 48.65
28.1705 -6.45 48.65
3.31645 -6.45 35.15
30.6772 -11.25 39.65
30.8121 -10.95 39.65
33.4344 -15.75 26.15
30.5615 -10.95 39.65
27.8042 -10.95 30.65
27.8042 -6.15 48.65
27.997 -15.45 16.25
27.997 -13.05 29.75
30.9278 -13.05 38.75
28.749 -10.65 29.75
25.2976 -12.75 25.25
31.5063 -10.35 38.75
25.0084 -12.75 25.25
32.0462 -15.15 16.25
30.9471 -12.75 38.75
21.7305 -2.85 56.75
30.0602 -10.05 47.75
22.2511 -0.45 56.75
32.3161 -14.85 16.25
23.0223 -17.25 74.75
25.259 -12.45 25.25
22.2703 -0.15 56.75
30.7543 -12.15 38.75
34.3214 -16.95 25.25
27.8813 -7.35 47.75
28.4405 -9.75 29.75
32.8174 -16.95 25.25
29.5588 -9.45 47.75
26.3195 -14.25 47.75
26.3195 -11.85 16.25
29.8095 -9.45 47.75
28.7876 -9.45 29.75
27.9777 -7.05 47.75
30.1758 -9.45 34.25
29.1732 -9.15 29.75
18.7225 2.85 61.25
31.0242 -11.55 38.75
10.7206 2.85 47.75
28.5755 -9.15 34.25
29.1732 -8.85 47.75
31.005 -11.25 38.75
18.6647 3.15 61.25
28.4212 -6.45 47.75
32.8753 -16.05 25.25
27.515 -1.65 52.25
27.515 -6.45 38.75
30.8121 -11.25 38.75
33.7237 -16.05 25.25
27.9392 -6.15 43.25
33.2416 -15.75 25.25
3.75993 -6.15 34.25
28.4791 -8.55 29.75
28.1898 -8.25 47.45
28.0356 -8.25 47.45
31.5834 -13.05 20.45
32.0654 -15.15 15.95
24.9891 -12.75 24.95
27.9199 -7.95 47.45
25.3747 -12.75 24.95
32.4125 -14.85 15.95
34.4371 -17.25 24.95
31.1014 -10.05 38.45
32.856 -17.25 24.95
8.0019 1.95 47.45
32.9524 -16.95 24.95
30.7736 -12.15 38.45
30.1951 -9.75 33.95
28.4405 -9.75 29.45
31.5641 -12.15 20.45
28.8647 -9.45 29.45
18.7611 -11.85 29.45
29.9252 -9.45 47.45
29.5781 -9.45 47.45
32.856 -16.65 24.95
26.2809 -11.85 15.95
31.2171 -9.45 38.45
29.1925 -6.75 51.95
29.1925 -9.15 47.45
4.95539 2.85 47.45
26.3388 -13.95 24.95
26.3388 -13.95 47.45
28.1513 -6.75 47.45
4.39622 -6.75 33.95
18.9539 -11.55 29.45
31.1206 -9.15 38.45
6.24727 2.85 47.45
28.7683 -9.15 29.45
28.5755 -8.85 29.45
4.02987 -6.45 33.95
31.1399 -8.85 38.45
5.24462 3.15 47.45
5.53384 3.15 47.45
33.8394 -16.05 24.95
30.9085 -11.25 38.45
5.82307 3.15 47.45
26.6473 -8.85 38.45
26.6473 -6.45 42.95
32.8946 -16.05 24.95
27.9584 -6.15 47.45
33.1645 -15.75 24.95
31.0242 -8.55 38.45
28.3634 -8.55 29.45
26.898 -6.15 42.35
28.267 -6.15 46.85
28.7104 -8.55 28.85
31.7184 -10.95 19.85
28.8647 -6.15 51.35
28.4791 -8.85 28.85
31.2942 -8.85 37.85
32.7789 -16.05 24.35
29.7131 -8.85 46.85
31.6991 -11.25 19.85
34.3792 -16.05 24.35
28.8647 -8.85 28.85
33.9743 -16.05 24.35
29.1925 -9.15 46.85
31.2363 -9.15 37.85
28.9418 -6.75 37.85
28.3248 -9.15 33.35
27.997 -6.75 46.85
29.1346 -7.05 51.35
29.501 -9.45 46.85
26.9172 -11.85 15.35
30.1758 -12.15 24.35
30.5615 -12.15 37.85
31.2171 -9.75 37.85
30.8893 -12.15 37.85
19.0503 -12.15 28.85
33.338 -16.95 24.35
26.8401 -12.15 15.35
24.9312 -12.15 24.35
29.6745 -9.75 46.85
30.4458 -12.45 37.85
24.9505 -12.45 24.35
34.36 -17.25 24.35
31.3713 -10.05 37.85
32.1811 -15.15 15.35
27.9006 -7.95 46.85
32.6053 -15.15 15.35
30.1373 -12.75 24.35
30.1373 -15.15 19.85
27.0329 -13.05 15.35
31.7184 -13.05 19.85
32.8367 -17.85 24.35
31.969 -15.45 15.35
29.0575 -10.65 46.85
26.8401 -6.15 42.65
28.3826 -8.55 33.65
33.0488 -15.75 24.65
28.2091 -6.15 47.15
29.3467 -8.55 47.15
28.5369 -8.85 33.65
26.628 -8.85 38.15
31.2171 -11.25 38.15
6.05445 3.15 47.15
27.9777 -6.45 47.15
33.8779 -16.05 24.65
32.7789 -16.05 24.65
31.6027 -11.25 20.15
29.5588 -8.85 47.15
29.1539 -9.15 29.15
4.91683 -6.75 33.65
4.91683 2.85 47.15
31.2749 -9.15 38.15
32.7789 -16.35 24.65
18.9346 -11.55 29.15
6.03517 2.55 47.15
28.9225 -9.45 29.15
29.4624 -9.45 47.15
29.2503 -9.45 47.15
18.9925 -11.85 29.15
31.2556 -9.45 38.15
30.87 -12.15 38.15
30.1951 -9.75 33.65
30.5422 -12.15 38.15
29.6552 -9.75 47.15
33.1259 -16.95 24.65
18.9153 -12.15 29.15
28.3634 -7.35 47.15
31.2363 -9.75 38.15
31.1592 -9.75 38.15
33.473 -16.95 24.65
24.9312 -12.45 24.65
31.1978 -10.05 38.15
32.5475 -14.85 15.65
32.1233 -15.15 15.65
30.0216 -10.35 47.15
27.8813 -7.95 47.15
25.6061 -13.05 29.15
18.7418 -10.65 78.65
31.6605 -13.05 20.15
28.2862 -8.25 47.15
27.8813 -8.25 49.55
30.0216 -10.65 49.55
27.2836 -13.05 18.05
30.6579 -13.05 40.55
29.8866 -10.35 49.55
38.2934 -15.15 72.05
29.5588 -10.35 49.55
31.8533 -15.15 31.55
28.9225 -7.65 40.55
31.622 -10.05 40.55
28.2477 -7.65 49.55
31.1592 -10.05 40.55
26.8401 -7.65 45.05
38.1777 -10.05 67.55
30.4651 -12.15 40.55
29.5203 -9.75 49.55
29.7902 -9.75 49.55
21.422 -9.75 36.05
38.0042 -14.55 27.05
38.0042 -9.75 67.55
27.9777 -7.35 49.55
21.7883 -0.15 58.55
28.2862 -9.75 36.05
26.1074 -14.25 27.05
26.4545 -9.45 40.55
16.7751 -2.25 40.55
29.0961 -9.45 49.55
25.7989 -11.85 31.55
28.9611 -7.05 54.05
31.7955 -14.25 31.55
29.1346 -9.15 49.55
28.5176 -9.15 31.55
26.493 -9.15 40.55
26.493 -6.75 45.05
26.1653 -13.95 27.05
3.02723 -6.45 36.05
29.6167 -8.85 49.55
28.6333 -8.85 31.55
29.1925 -8.85 49.55
24.8541 3.45 63.05
24.8541 -13.35 18.05
29.231 -8.55 49.55
26.8015 -6.15 45.05
30.5422 -10.95 40.55
28.6526 -8.55 31.55
30.1758 -8.55 36.05
33.4152 -15.75 27.05
24.9312 -13.05 26.75
30.2915 -10.65 35.75
30.2915 -10.65 44.75
27.862 -8.25 49.25
28.4791 -7.95 49.25
28.4791 -10.35 35.75
38.1585 -10.35 67.25
28.9804 -10.35 49.25
32.0462 -15.15 17.75
29.0382 -10.05 31.25
29.0382 -7.65 40.25
28.2862 -7.65 49.25
31.6027 -12.45 22.25
31.2363 -10.05 40.25
29.7902 -9.75 49.25
30.4844 -12.15 40.25
21.6341 -0.15 58.25
27.9392 -7.35 49.25
22.9452 -16.95 76.25
31.8919 -14.55 17.75
25.3361 -11.85 26.75
29.1732 -9.45 49.25
28.5562 -9.45 31.25
27.862 -7.05 49.25
29.2889 -9.15 49.25
28.5176 -9.15 35.75
27.9199 -6.75 49.25
26.011 -13.95 26.75
26.493 -9.15 40.25
26.1653 -11.55 17.75
26.4545 -11.25 17.75
28.6719 -8.85 31.25
27.9392 -6.45 49.25
29.2696 -8.85 49.25
33.473 -16.05 26.75
33.5887 -16.05 26.75
30.6 -10.95 40.25
27.6114 -1.35 53.75
27.6114 -6.15 40.25
27.1486 -10.95 17.75
28.4019 -8.55 35.75
33.4344 -15.75 26.75
26.9944 -10.95 17.75
28.4405 -10.65 34.85
28.4405 -10.65 30.35
29.1732 -10.65 48.35
30.4844 -13.05 39.35
29.0189 -10.35 30.35
29.0189 -7.95 39.35
25.2204 -12.75 25.85
26.3966 -12.75 16.85
28.2284 -7.95 48.35
31.3906 -10.35 39.35
28.7297 -10.35 30.35
29.6938 -10.05 48.35
26.3773 -14.85 48.35
26.3773 -12.45 16.85
31.8726 -14.85 16.85
32.4896 -14.85 16.85
24.8734 -14.55 16.85
27.1101 -12.15 16.85
30.6772 -12.15 39.35
21.9618 -0.15 57.35
29.9445 -9.75 48.35
29.4046 -9.75 48.35
32.1426 -14.55 16.85
29.6938 -9.45 48.35
24.642 2.55 61.85
28.5176 -9.45 34.85
27.1872 -11.85 16.85
28.7104 -9.15 30.35
29.4046 -9.15 48.35
30.253 -9.15 34.85
34.6106 -16.35 25.85
29.3274 -8.85 48.35
28.8454 -8.85 30.35
3.3743 -6.45 34.85
18.5297 -8.85 39.35
18.7996 -11.25 30.35
30.5229 -11.25 39.35
4.80114 3.15 48.35
28.2284 -6.45 48.35
28.3826 -8.85 30.35
31.005 -11.25 39.35
4.82042 3.45 48.35
33.4923 -15.75 25.85
27.8042 -6.15 48.35
18.6647 3.45 61.85
30.5422 -10.95 39.35
30.87 -10.95 39.35
27.6885 -3.45 52.55
27.9392 -8.25 48.05
32.374 -15.45 16.55
19.7059 -1.05 70.55
32.1233 -15.15 16.55
30.7929 -12.75 39.05
25.1819 -12.75 25.55
27.8813 -7.95 48.05
28.2477 -7.95 48.05
28.9804 -7.95 52.55
31.4484 -10.35 39.05
28.6912 -10.35 30.05
23.1766 -17.25 75.05
29.983 -10.05 48.05
25.1048 -12.45 25.55
27.7463 -7.65 39.05
27.7463 -7.65 43.55
28.0549 -7.65 48.05
21.6341 -2.55 57.05
22.1354 -0.15 57.05
21.8847 -0.15 57.05
26.3581 -12.15 16.55
27.4571 -12.15 16.55
27.4571 -2.55 52.55
30.7543 -12.15 39.05
29.7516 -9.45 48.05
28.9033 -7.05 39.05
34.4564 -16.65 25.55
29.5203 -9.45 48.05
9.27449 2.55 48.05
28.7104 -9.45 30.05
28.5369 -9.45 30.05
30.1373 -9.45 34.55
28.9225 -9.15 30.05
30.1566 -9.15 34.55
30.8121 -11.55 39.05
29.366 -9.15 48.05
4.97468 2.85 48.05
28.3055 -6.45 48.05
4.82042 3.15 48.05
29.3082 -8.85 48.05
28.5562 -8.85 30.05
28.9225 -6.45 39.05
28.9225 -6.45 52.55
31.005 -11.25 39.05
32.6825 -13.65 16.55
32.6825 -16.05 25.55
30.8121 -11.25 39.05
28.0356 -6.15 48.05
28.4405 -8.55 30.05
3.58639 -6.15 34.55
18.4911 -6.15 39.05
29.1732 -8.55 48.05
4.7433 3.45 48.05
30.7543 -10.95 39.05
32.5861 -13.35 16.55
33.338 -15.75 25.55
33.4344 -15.75 25.55
18.8189 -10.95 30.05
40.8579 -10.95 70.55
22.4824 1.05 57.05
45.177 -3.75 75.05
19.031 -11.25 30.05
5.51456 3.15 48.05
40.7036 -11.25 70.55
20.2651 0.45 70.55
20.4193 0.45 70.55
27.6307 -6.75 39.05
19.9758 0.15 70.55
23.8514 -12.15 21.05
15.0783 -0.15 48.05
14.8662 4.65 75.05
20.5157 -0.15 57.05
20.3229 -0.15 70.55
29.6167 -9.75 48.05
27.9392 -7.35 48.05
15.0204 -0.45 48.05
38.3513 -14.85 70.55
20.6314 -0.45 57.05
27.9392 -7.65 48.05
20.8049 -0.45 57.05
15.2133 -0.75 48.05
15.3097 -0.75 48.05
22.2511 -0.75 57.05
45.2734 -5.85 75.05
22.3282 -1.05 57.05
16.0809 1.05 47.75
20.2265 1.05 70.25
22.5017 1.05 56.75
45.0613 -10.95 70.25
45.0613 -3.75 74.75
20.3615 0.75 70.25
16.7365 0.75 47.75
16.3123 0.75 47.75
44.9842 -11.25 70.25
40.4144 -11.25 70.25
44.8299 -11.25 70.25
40.318 -11.55 70.25
20.3036 0.45 70.25
40.453 -11.55 70.25
27.8428 -7.05 38.75
27.8428 -7.05 43.25
47.2594 -2.25 74.75
23.89 -7.35 47.75
14.577 -7.35 83.75
19.0696 -12.15 29.75
19.1853 -12.15 29.75
15.1361 -0.15 47.75
29.5203 -9.75 47.75
20.8628 -0.45 56.75
19.6095 -0.45 70.25
19.4359 -12.45 29.75
23.9286 1.95 65.75
38.3127 -14.85 70.25
19.783 -0.75 70.25
20.0144 -0.75 70.25
20.7664 -0.75 56.75
20.9592 -0.75 56.75
20.9592 -10.35 34.25
15.6374 -0.75 47.75
20.0144 -1.05 70.25
22.3668 -1.05 56.75
15.676 -1.05 47.75
12.9766 -3.45 29.75
27.997 -8.25 47.75
38.7948 -10.95 68.75
21.9618 1.05 55.25
40.0095 -10.95 68.75
22.9259 0.75 55.25
28.7876 -8.85 28.25
38.6019 -8.85 68.75
39.9709 -11.25 68.75
40.0095 -11.25 68.75
38.4477 -8.85 68.75
27.9777 -6.75 46.25
23.1187 -16.35 73.25
28.7104 -9.15 28.25
39.7974 -11.55 68.75
21.3641 -9.45 32.75
39.6817 -11.85 68.75
19.5324 -11.85 28.25
19.5324 0.15 59.75
23.5044 -2.25 50.75
24.2178 -14.55 23.75
23.3116 -2.55 50.75
39.4889 -12.15 68.75
15.1168 -0.15 46.25
29.9059 -10.35 46.25
39.1611 -12.75 68.75
38.9297 -13.05 68.75
43.673 -13.05 68.75
40.0673 -13.05 68.75
21.8462 1.05 54.95
43.3645 -10.95 68.45
38.5055 -8.85 68.45
28.9804 -8.85 27.95
23.0802 -16.05 72.95
24.7577 3.15 59.45
24.7577 -13.65 14.45
27.245 -11.25 14.45
21.8462 0.75 54.95
24.8734 -13.95 14.45
23.1959 -16.35 72.95
33.3188 -16.35 23.45
28.8068 -9.15 27.95
19.5324 -11.85 27.95
19.5324 0.15 59.45
28.0549 -7.05 45.95
21.6533 0.15 54.95
21.4605 -2.25 54.95
24.3142 -14.55 23.45
24.3142 -4.95 45.95
21.4605 -2.55 54.95
14.8083 4.65 72.95
32.8753 -16.95 23.45
29.9637 -10.35 45.95
28.3441 -6.15 46.25
31.8726 -13.35 28.25
29.3082 -8.55 46.25
