Run 14989
Subrun 399
Event 3990012
13.8888 1.35 22.85
11.3732 -1.05 18.35
13.0001 1.35 22.85
12.0511 -1.05 18.35
14.0997 3.75 27.35
16.2388 4.05 27.35
14.16 4.05 27.35
16.3141 4.35 27.35
18.4231 7.05 31.85
11.9607 -0.15 18.35
20.5772 9.75 36.35
22.7464 14.85 40.85
11.2828 1.05 18.35
11.5389 1.05 18.35
8.55625 -1.35 18.35
12.6385 3.45 22.85
25.0963 17.85 45.35
25.0963 17.85 49.85
15.8471 3.75 26.45
23.846 15.75 44.45
17.9561 6.45 30.95
23.9213 16.05 44.45
20.0951 9.15 35.45
24.0117 16.35 44.45
11.7498 -0.45 17.45
11.795 -0.15 17.45
22.3246 14.25 39.95
24.2979 16.95 44.45
11.1171 0.15 17.45
24.5691 16.95 44.45
11.087 0.45 17.45
24.6143 17.25 44.45
10.7857 0.45 17.45
13.3767 3.15 21.95
12.7139 3.15 21.95
11.5991 0.75 17.45
23.0778 15.15 44.45
13.693 3.45 21.95
13.5574 3.45 21.95
23.0175 15.45 44.45
8.13446 -1.35 17.45
15.8019 5.85 26.45
17.8356 6.15 30.65
19.9746 8.85 35.15
8.52612 -2.85 17.15
11.7347 -0.45 17.15
11.0719 -0.45 17.15
20.0349 9.15 35.15
11.0719 -0.15 17.15
22.2191 14.25 39.65
8.23991 -2.55 17.15
11.7648 -0.15 17.15
10.5748 0.15 17.15
24.4335 16.95 44.15
11.6443 0.15 17.15
11.1171 0.15 17.15
8.08927 -2.25 17.15
10.846 0.15 17.15
11.5389 0.45 17.15
10.9363 0.45 17.15
12.6235 2.85 21.65
8.10433 -1.95 17.15
13.211 2.85 21.65
13.5424 3.15 21.65
13.3315 3.15 21.65
11.569 0.75 17.15
15.6664 5.85 26.15
8.10433 -1.35 17.15
19.583 8.55 34.25
21.7522 13.65 38.75
23.9816 16.35 43.25
10.1982 -0.45 16.25
10.2283 -0.45 16.25
11.5539 -0.45 16.25
10.6652 -0.45 16.25
13.3014 2.25 20.75
10.5145 -0.15 16.25
10.7104 -0.15 16.25
12.3523 2.25 20.75
13.2712 2.55 20.75
12.6988 2.55 20.75
12.3523 2.55 20.75
12.9097 2.55 20.75
11.0568 0.15 16.25
13.0754 2.55 20.75
15.1843 5.25 25.25
12.9699 2.85 20.75
7.81812 -11.25 43.25
17.3535 7.95 29.75
11.087 1.05 16.25
19.6131 10.65 34.25
21.5714 13.35 38.45
10.1229 -0.75 15.95
11.3431 -0.75 15.95
23.8762 16.35 42.95
10.8761 -0.15 15.95
12.2619 2.25 20.45
12.4578 2.25 20.45
10.4694 -0.15 15.95
13.7231 2.55 20.45
12.985 2.55 20.45
15.0036 4.95 24.95
15.1241 5.25 24.95
13.1357 2.85 20.45
12.8344 2.85 20.45
11.1322 0.75 15.95
17.2631 7.95 29.45
19.4625 10.65 33.95
21.3002 13.05 37.85
9.92706 1.05 15.35
19.1612 10.35 33.35
11.1924 0.45 15.35
17.0372 7.65 28.85
11.1623 0.15 15.35
12.518 2.55 19.85
14.868 4.95 24.35
16.9317 7.35 28.85
13.5122 2.25 19.85
11.3581 -0.15 15.35
14.7324 4.65 24.35
12.744 2.25 19.85
12.1113 1.95 19.85
10.62 -0.45 15.35
10.1982 -0.45 15.35
10.4091 -0.45 15.35
10.9966 -0.75 15.35
14.3106 4.05 24.35
9.95718 -1.05 15.35
23.5598 15.75 42.35
23.4845 15.75 42.35
19.3419 10.65 33.65
19.2516 10.35 33.65
11.1171 0.45 15.65
17.1125 7.65 29.15
12.7139 2.85 20.15
14.9584 4.95 24.65
13.693 2.55 20.15
13.8436 2.25 20.15
12.8645 2.25 20.15
12.3373 2.25 20.15
10.8309 -0.15 15.65
13.5574 2.25 20.15
14.0696 4.35 24.65
14.2052 4.35 24.65
12.1414 1.95 20.15
10.2886 -0.45 15.65
10.7706 -0.45 15.65
14.3257 4.05 24.65
11.2527 -0.75 15.65
23.6803 16.05 42.65
21.4961 13.65 38.15
21.5111 10.95 38.15
10.0024 -1.05 15.65
Run 14989
Subrun 398
Event 3990013
Run 14989
Subrun 399
Event 3990013
5.09157 -1.35 32.75
4.85055 -8.55 73.25
8.46587 -3.75 41.75
17.1577 -13.35 23.75
20.7881 17.85 41.75
18.4682 -10.95 59.75
18.4682 8.25 73.25
16.8715 -15.75 19.25
5.85983 0.75 19.25
18.4833 7.95 50.75
5.46817 0.75 28.25
5.46817 15.15 82.25
9.29438 -6.45 77.75
8.48093 -4.05 41.75
10.4242 5.55 19.25
10.4242 0.75 46.25
16.9769 -16.05 19.25
16.9769 -13.65 23.75
17.3836 -16.05 14.75
17.6247 7.95 32.75
20.8935 15.15 37.25
5.10663 0.75 37.25
5.10663 -1.65 32.75
7.20051 12.75 68.75
17.1577 -13.65 19.25
10.6049 -1.95 73.25
10.6049 -1.95 59.75
17.0071 -13.95 23.75
9.91199 7.65 32.75
9.41489 7.65 37.25
5.04638 0.45 37.25
19.2064 17.25 37.25
5.95021 14.85 77.75
15.9978 -11.55 37.25
9.08348 0.15 28.25
9.58059 0.15 23.75
9.67097 7.35 32.75
4.92587 0.15 41.75
16.9317 -16.65 23.75
16.9317 -16.65 19.25
15.7718 -16.65 41.75
38.714 9.45 14.75
16.3744 -16.95 28.25
10.8158 -2.55 82.25
6.55276 -2.55 23.75
9.88187 7.05 32.75
9.88187 6.75 32.75
15.7568 -12.45 46.25
6.20629 13.95 77.75
36.816 9.15 37.25
38.3224 9.15 19.25
10.1229 -0.45 37.25
15.9978 -12.45 37.25
15.9978 -17.25 32.75
5.27234 -2.85 32.75
5.27234 -0.45 28.25
16.6756 -17.25 23.75
37.2679 8.85 32.75
18.5586 8.85 14.75
20.2608 13.65 37.25
37.6294 8.85 28.25
10.4242 -0.75 46.25
10.4242 4.05 14.75
10.2886 4.05 23.75
5.21208 -3.15 32.75
16.2689 -17.55 28.25
20.4567 16.05 41.75
38.0512 8.85 19.25
10.1982 -1.05 37.25
8.97804 8.55 46.25
36.4544 8.55 46.25
20.547 15.75 41.75
16.5702 -13.05 14.75
18.5134 8.55 23.75
18.5134 8.55 14.75
17.941 6.15 32.75
5.1217 -3.45 32.75
19.5528 15.75 37.25
14.4161 -17.85 82.25
18.5285 -10.95 55.55
18.5285 8.25 46.55
18.5285 8.25 42.05
5.21208 -1.35 33.05
4.94093 1.05 46.55
5.81463 13.05 78.05
17.0974 -13.35 24.05
10.394 1.05 46.55
18.4984 -11.25 55.55
5.72425 -1.65 33.05
5.72425 0.75 28.55
9.24918 7.95 42.05
9.65591 0.75 24.05
17.3535 -16.05 15.05
7.12519 12.75 69.05
17.1426 -13.65 24.05
8.97804 0.45 28.55
10.5748 -1.95 55.55
19.0256 10.05 28.55
5.98034 14.85 78.05
9.3697 7.65 37.55
9.55046 0.45 24.05
15.9526 -11.55 37.55
9.94212 7.65 33.05
9.94212 7.65 28.55
8.93285 9.75 46.55
9.55046 7.35 37.55
9.7011 7.35 33.05
15.7417 -16.65 42.05
38.699 9.45 15.05
6.61302 -2.55 24.05
37.0118 9.45 33.05
9.89693 7.05 33.05
10.7706 -2.55 82.55
16.6455 -12.15 15.05
16.6455 -16.95 24.05
16.2237 -16.95 33.05
16.2237 -16.95 28.55
16.9016 -14.55 24.05
38.3224 9.15 19.55
20.3211 13.95 37.55
10.153 -0.45 55.55
9.85174 6.75 33.05
15.9978 -12.45 37.55
15.7417 -17.25 42.05
16.5551 -12.45 28.55
16.5551 -12.45 15.05
37.2528 8.85 33.05
37.5842 8.85 28.55
18.5737 6.45 78.05
36.6804 8.85 42.05
10.4091 -0.75 46.55
10.3037 -3.15 78.05
10.3037 4.05 19.55
20.4717 16.05 42.05
37.9608 8.85 24.05
16.2388 -17.55 33.05
36.4394 8.55 46.55
19.6282 15.75 37.55
19.6282 10.95 33.05
10.1681 -1.05 37.55
8.96297 -1.05 28.55
16.5551 -15.45 28.55
20.6224 15.75 42.05
18.4833 6.15 42.05
18.4833 6.15 37.55
18.4833 -13.05 60.05
4.89574 1.05 45.65
19.4474 17.85 36.65
18.4984 8.25 72.65
18.4984 10.65 18.65
18.4984 10.65 27.65
18.4984 10.65 23.15
17.1577 -13.35 23.15
16.9317 -15.75 18.65
20.1102 15.45 36.65
20.8182 15.45 36.65
5.31753 10.65 77.15
19.2666 17.85 36.65
14.3106 -10.95 68.15
14.3106 -15.75 81.65
18.4381 7.95 41.15
18.4381 7.95 36.65
18.4381 -11.25 59.15
5.64893 15.15 81.65
10.4242 0.75 45.65
7.2457 12.75 68.15
5.88995 15.15 77.15
9.35463 7.95 36.65
8.40561 10.35 50.15
17.459 -13.65 14.15
17.7602 7.95 32.15
17.1728 -13.65 18.65
20.7881 15.15 36.65
14.1751 -11.25 72.65
9.49021 -6.75 77.15
20.8634 14.85 36.65
5.78451 0.45 18.65
5.78451 0.45 14.15
19.2214 17.25 36.65
5.98034 14.85 77.15
9.67097 0.15 23.15
5.42298 0.15 27.65
15.7718 -16.65 41.15
10.6652 -2.25 81.65
9.33957 7.35 36.65
6.49251 14.25 77.15
4.4137 -0.15 59.15
10.0174 7.05 32.15
16.6154 -12.15 32.15
20.6525 16.65 41.15
15.8923 -16.95 41.15
15.8923 -16.95 36.65
16.9619 -14.55 23.15
16.1484 -17.25 32.15
15.8923 -17.25 41.15
10.1229 -0.45 36.65
38.3977 9.15 14.15
9.95718 6.75 27.65
9.95718 -0.45 32.15
38.0211 9.15 23.15
38.0211 9.15 18.65
37.0118 8.85 36.65
16.3442 -17.55 32.15
10.3338 4.05 23.15
10.3338 -3.15 77.15
18.5737 6.45 77.15
37.6897 8.85 27.65
37.3281 8.85 27.65
18.4833 8.55 23.15
36.4996 8.55 45.65
10.2283 3.75 23.15
9.06842 -1.05 27.65
9.06842 6.15 41.15
16.6305 -13.05 14.15
16.9619 -15.45 23.15
5.6188 -1.05 18.65
20.7579 13.35 36.65
17.1426 -13.35 23.45
4.956 1.05 36.95
18.4833 10.65 23.45
18.4833 10.65 14.45
4.86561 8.25 77.45
5.30246 -1.35 32.45
16.9016 -15.75 18.95
19.4926 17.85 36.95
17.9862 8.25 32.45
8.46587 -3.75 41.45
18.1519 8.25 54.95
5.58868 15.15 81.95
18.4682 -11.25 54.95
18.4682 7.95 45.95
18.4682 7.95 41.45
5.84476 15.15 77.45
9.29438 -6.45 77.45
7.2457 12.75 68.45
10.4091 0.75 45.95
17.459 -13.65 14.45
8.51106 -4.05 41.45
17.1878 -13.65 23.45
19.3871 17.55 36.95
20.9387 15.15 36.95
17.6397 7.95 32.45
9.52033 0.45 23.45
9.33957 -6.75 77.45
10.6351 -1.95 59.45
10.6351 -1.95 63.95
19.1913 10.05 27.95
20.9236 14.85 36.95
8.54119 -4.35 41.45
18.5285 7.65 77.45
19.3269 17.25 36.95
5.98034 14.85 77.45
9.68604 0.15 23.45
9.26425 7.35 41.45
5.51336 14.55 81.95
15.8019 -16.65 41.45
9.88187 7.05 32.45
6.49251 14.25 77.45
38.7441 9.45 14.45
4.60953 -0.15 50.45
4.69991 7.05 77.45
20.7429 16.65 41.45
5.42298 9.45 77.45
16.6907 -12.15 14.45
15.7116 -16.95 41.45
15.8019 -17.25 41.45
38.3977 9.15 18.95
10.1379 -0.45 36.95
9.94212 6.75 32.45
16.6305 -12.45 27.95
16.6305 -12.45 14.45
20.6224 16.35 41.45
15.9676 -12.45 36.95
15.9676 -17.25 32.45
36.7256 9.15 41.45
37.991 9.15 23.45
16.8564 -14.85 23.45
15.5459 -17.25 54.95
18.5888 6.45 77.45
37.6595 8.85 27.95
37.283 8.85 32.45
37.283 8.85 27.95
5.96527 13.65 77.45
10.3187 -3.15 77.45
10.3187 4.05 18.95
16.3141 -17.55 27.95
20.6826 16.05 41.45
36.7407 8.85 41.45
37.057 8.85 32.45
5.84476 11.25 77.45
5.84476 13.65 77.45
16.4497 -12.75 27.95
16.4497 -12.75 14.45
10.1982 -1.05 36.95
18.4984 6.15 72.95
18.4984 8.55 18.95
18.4984 8.55 27.95
18.4984 8.55 23.45
9.00816 -1.05 27.95
20.1705 13.35 36.95
36.4846 8.55 45.95
16.6305 -15.45 27.95
6.05566 13.35 77.45
36.3038 6.15 54.05
36.3038 8.55 49.55
18.4532 6.15 63.05
36.5147 8.55 45.05
36.7708 8.55 40.55
10.5296 -3.45 58.55
10.2585 3.75 27.05
16.6154 -17.85 27.05
37.3733 8.85 31.55
37.057 8.85 36.05
9.97225 -0.75 36.05
9.97225 -0.75 58.55
10.2585 4.05 27.05
18.5436 6.45 81.05
37.7047 8.85 27.05
8.75208 8.85 49.55
16.3442 -12.75 36.05
36.7708 8.85 40.55
7.30595 11.55 72.05
10.0928 -0.45 40.55
38.4881 9.15 18.05
15.6513 -12.45 45.05
38.0663 9.15 22.55
15.8622 -17.25 45.05
16.0731 -17.25 36.05
9.65591 7.05 36.05
10.5748 -2.55 76.55
10.1982 -0.15 45.05
9.98731 7.05 36.05
9.98731 7.05 31.55
4.02204 2.25 72.05
10.4091 -0.15 49.55
10.4091 4.65 18.05
7.29089 -0.15 18.05
38.473 9.45 18.05
7.17038 11.85 72.05
20.8634 14.55 40.55
15.8019 -16.65 45.05
10.6351 -2.25 67.55
10.6351 -2.25 72.05
9.67097 7.35 36.05
16.0128 -11.85 40.55
19.0859 16.95 40.55
9.85174 7.35 36.05
16.2689 -16.65 36.05
16.2689 -16.65 31.55
19.3269 17.25 40.55
9.42995 7.65 40.55
18.4833 10.05 27.05
22.8217 14.85 49.55
5.95021 14.85 81.05
18.4682 7.95 45.05
18.4682 7.95 40.55
18.4682 -11.25 63.05
19.3419 17.55 40.55
5.64893 0.75 22.55
5.93514 15.15 81.05
17.4439 -13.65 27.05
17.4439 -13.65 22.55
5.46817 -1.65 36.05
19.9445 12.75 36.05
10.4392 5.55 22.55
4.29319 3.15 22.55
7.11012 12.75 72.05
4.85055 1.05 54.05
5.16689 -1.35 36.05
4.98612 -1.35 36.05
5.6188 1.05 27.05
18.4984 8.25 45.05
18.4984 8.25 40.55
18.4984 -10.95 63.05
5.36272 15.45 85.55
16.9769 -15.75 22.55
9.08348 1.05 31.55
19.0708 10.65 31.55
7.12519 13.05 72.05
18.4984 8.55 17.75
18.4984 6.15 80.75
13.3465 -3.45 85.25
36.3038 8.55 49.25
10.5597 -3.45 58.25
10.5597 -3.45 76.25
36.5147 8.55 44.75
10.2886 -3.45 80.75
10.2886 3.75 22.25
36.7858 8.55 40.25
5.18195 -3.45 35.75
18.7545 -17.85 67.25
37.3583 8.85 31.25
37.7198 8.85 26.75
8.76714 -5.55 44.75
10.3639 4.05 22.25
10.0024 -0.75 58.25
18.5436 6.45 80.75
37.0871 8.85 35.75
10.2283 4.05 26.75
7.42646 -0.45 17.75
38.0964 9.15 22.25
15.6513 -12.45 44.75
15.6513 -17.25 49.25
15.6513 -17.25 44.75
10.1078 -0.45 40.25
15.817 -17.25 44.75
15.817 -17.25 40.25
17.3686 -14.85 17.75
7.47165 11.85 71.75
9.94212 7.05 35.75
17.9109 7.05 35.75
9.68604 7.05 35.75
17.7151 7.05 35.75
19.3118 16.65 40.25
15.7417 -16.95 44.75
38.4881 9.45 17.75
4.0371 2.25 58.25
4.0371 2.25 67.25
20.8935 14.55 40.25
21.1647 14.55 40.25
15.817 -16.65 44.75
10.6501 -2.25 71.75
10.6501 -2.25 85.25
9.65591 0.15 26.75
9.65591 7.35 35.75
19.0557 9.75 31.25
4.09736 2.55 67.25
9.85174 7.35 35.75
17.6548 7.35 35.75
15.9978 -11.85 40.25
16.2539 -16.65 31.25
19.8692 12.45 35.75
9.41489 7.65 40.25
5.87489 12.45 80.75
17.5945 7.65 35.75
4.35344 0.45 62.75
22.8368 14.85 49.25
6.17617 14.85 80.75
6.40212 14.85 80.75
18.4381 10.05 26.75
21.0592 14.85 40.25
5.81463 12.75 80.75
20.065 12.75 35.75
5.67906 0.75 22.25
10.4392 0.75 49.25
5.51336 0.75 26.75
17.474 -13.65 17.75
18.4381 10.35 26.75
5.36272 -1.65 35.75
5.03132 0.75 44.75
19.2968 17.55 40.25
6.52263 -1.65 26.75
17.2029 -13.65 22.25
4.97106 -8.55 76.25
5.33259 1.05 31.25
5.33259 15.45 85.25
16.9769 -15.75 22.25
16.9769 -13.35 26.75
9.08348 1.05 31.25
18.4682 10.65 26.75
18.4682 10.65 17.75
7.04987 13.05 76.25
10.3037 5.85 26.75
10.3037 -1.35 80.75
36.5298 8.55 43.85
36.831 8.55 39.35
36.349 8.55 48.35
18.4984 8.55 16.85
18.4984 6.15 79.85
16.4648 -13.05 34.85
17.8808 6.15 34.85
10.3037 4.05 25.85
8.84246 8.85 48.35
18.5436 6.45 79.85
37.4336 8.85 30.35
10.0476 -0.75 57.35
6.88417 11.25 75.35
19.6733 11.25 34.85
37.1323 8.85 34.85
16.1785 -17.55 34.85
37.7951 8.85 25.85
17.5644 -15.15 16.85
17.5644 6.45 34.85
17.6849 6.45 34.85
10.0928 -0.45 57.35
10.0928 -0.45 39.35
4.82042 6.75 79.85
15.8923 -17.25 39.35
38.1567 9.15 21.35
15.6212 -12.45 48.35
15.6212 -12.45 43.85
15.7116 -17.25 43.85
7.93863 9.45 61.85
9.73123 7.05 34.85
19.7637 11.85 34.85
38.5332 9.45 16.85
9.94212 -0.15 34.85
9.94212 -0.15 57.35
16.6455 -12.15 16.85
15.7568 -16.95 43.85
16.1183 -16.95 34.85
16.8263 -16.95 21.35
10.6953 -2.25 84.35
19.0859 9.75 30.35
9.76135 7.35 34.85
9.62578 0.15 25.85
9.62578 7.35 34.85
9.41489 7.65 39.35
22.897 14.85 48.35
19.0859 17.25 39.35
2.50059 0.45 79.85
10.5145 -1.95 57.35
10.5145 -1.95 75.35
15.8622 -16.35 43.85
15.8622 -16.35 39.35
5.67906 0.75 21.35
5.52842 0.75 25.85
18.4532 -11.25 57.35
18.4532 7.95 48.35
18.4532 7.95 43.85
17.2481 -13.65 21.35
5.39285 15.15 84.35
10.5296 -1.65 57.35
4.89574 -8.55 75.35
10.2735 5.85 25.85
9.1588 8.25 43.85
18.4532 10.65 25.85
18.4532 10.65 16.85
5.24221 -1.35 34.85
16.992 -13.35 25.85
5.36272 10.65 79.85
5.36272 1.05 25.85
16.751 -15.75 25.85
17.7 6.15 34.55
18.4833 8.55 16.55
36.3339 8.55 48.05
36.59 8.55 43.55
36.8762 8.55 39.05
37.4185 8.85 30.05
37.1474 8.85 34.55
8.87259 8.85 48.05
5.01625 -0.75 39.05
18.5586 6.45 79.55
10.1078 -0.75 39.05
37.8252 8.85 25.55
10.3187 4.05 21.05
16.1785 -17.55 34.55
19.6733 11.25 34.55
16.4798 -12.75 34.55
16.4798 -15.15 30.05
15.8471 -17.25 43.55
10.0928 -0.45 57.05
10.2133 4.35 25.55
15.7116 -12.45 48.05
15.7116 -12.45 43.55
6.74859 -2.85 25.55
6.74859 11.55 75.05
38.1567 9.15 21.05
8.1194 9.45 61.55
9.89693 7.05 34.55
38.5332 9.45 16.55
9.74629 7.05 34.55
10.1982 -0.15 43.55
10.1982 4.65 25.55
16.6305 -16.95 25.55
12.1113 -2.55 84.05
19.7487 11.85 34.55
7.84825 9.45 61.55
18.9955 9.75 30.05
9.79148 7.35 34.55
10.7405 -2.25 84.05
9.61072 0.15 25.55
9.61072 7.35 34.55
16.3442 -11.85 34.55
9.42995 7.65 39.05
18.8448 7.65 84.05
19.0557 17.25 39.05
10.5296 -1.95 57.05
10.5296 -1.95 75.05
15.8471 -16.35 43.55
15.8471 -16.35 39.05
5.92008 14.85 79.55
22.9271 14.85 48.05
5.70919 0.75 16.55
5.54349 0.75 25.55
18.4381 -11.25 57.05
18.4381 7.95 48.05
18.4381 7.95 43.55
5.40791 0.75 30.05
17.5493 7.95 34.55
30.444 15.15 48.05
17.2481 -13.65 21.05
17.0221 -13.35 25.55
4.88068 1.05 48.05
5.04638 -1.35 34.55
9.17387 8.25 43.55
5.18195 -1.35 34.55
10.2886 5.85 25.55
16.766 -15.75 25.55
18.4532 10.65 25.55
18.4532 10.65 16.55
5.30246 15.45 84.05
5.30246 10.65 79.55
6.62808 -1.35 25.55
4.5794 1.05 52.55
10.62 -1.35 57.05
4.47395 1.05 34.55
3.90153 13.05 84.05
7.92357 10.65 61.55
36.108 8.25 52.55
4.30825 1.05 61.55
13.8587 -10.95 84.05
4.12749 3.45 21.05
6.44731 15.45 79.55
6.44731 -1.35 25.55
35.8368 7.95 57.05
9.3245 -6.45 79.55
10.6652 -1.65 84.05
13.919 -11.25 84.05
7.9537 10.35 61.55
14.4613 -16.35 84.05
8.23991 10.05 57.05
10.6953 -1.95 84.05
14.0997 -11.55 75.05
35.5958 7.65 61.55
14.2353 -16.35 84.05
18.4231 -11.55 61.55
18.4231 7.65 75.05
6.94442 12.45 75.05
18.7545 -16.35 66.05
18.3929 -11.85 57.05
18.3929 7.35 48.05
18.3929 7.35 43.55
35.4 7.35 66.05
15.0186 -11.85 61.55
10.7254 -2.25 84.05
14.5215 -16.65 84.05
14.7174 -16.65 70.55
22.7464 14.55 48.05
15.5459 -16.65 57.05
22.3246 14.55 84.05
18.8599 9.75 30.05
6.92936 12.15 75.05
19.0256 16.95 39.05
35.0836 7.05 84.05
8.54119 -4.95 43.55
35.2192 7.05 70.55
19.1612 16.65 39.05
10.7706 -2.55 84.05
18.3929 -12.15 57.05
18.3929 7.05 48.05
18.3929 7.05 43.55
7.32102 11.85 70.55
14.9734 -12.15 61.55
14.7475 -16.95 75.05
14.7475 -16.95 70.55
15.4404 -16.95 57.05
15.5911 -16.95 43.55
6.28161 14.25 79.55
34.451 7.05 84.05
4.38357 -0.15 57.05
34.2853 6.75 79.55
34.8125 6.75 84.05
18.4833 9.15 16.55
18.4833 6.75 79.55
4.45889 -0.45 61.55
7.26076 11.55 70.55
22.3547 13.95 84.05
15.2898 -17.25 57.05
18.6189 6.45 79.55
7.5771 11.25 66.05
3.73583 1.35 84.05
3.88647 1.35 70.55
10.5296 -3.45 57.05
18.7394 6.15 84.05
18.7394 -17.85 66.05
10.62 -1.35 74.75
9.35463 -6.15 79.25
6.64314 -1.35 25.25
4.45889 1.05 65.75
4.59446 -8.55 74.75
36.1381 8.25 52.25
19.9445 13.05 34.25
3.73583 3.45 61.25
2.96757 0.75 83.75
35.867 7.95 56.75
7.9537 10.35 61.25
10.6501 -1.65 83.75
13.8738 -11.25 83.75
35.6109 7.65 61.25
14.4914 -16.35 79.25
14.0997 -11.55 79.25
10.6953 -1.95 83.75
15.6212 -11.55 47.75
15.6212 -11.55 43.25
14.3106 -16.35 83.75
18.3779 -11.55 61.25
18.3779 7.65 74.75
17.2782 -13.95 20.75
22.3999 14.85 83.75
14.8831 -11.55 61.25
35.4301 7.35 65.75
18.3929 -11.85 56.75
18.3929 7.35 47.75
18.3929 7.35 43.25
14.7927 -16.65 70.25
15.1843 -16.65 61.25
18.8298 -16.65 65.75
8.27004 9.75 56.75
6.95948 12.15 74.75
14.9734 -11.85 61.25
10.7405 -2.25 83.75
14.5516 -16.65 83.75
22.3547 14.55 83.75
15.5609 -11.85 47.75
35.0987 7.05 83.75
15.4404 -16.95 56.75
35.2343 7.05 70.25
35.2343 7.05 65.75
10.7706 -2.55 83.75
18.408 -12.15 56.75
14.9734 -12.15 61.25
34.5413 7.05 83.75
14.7776 -16.95 74.75
14.7776 -16.95 70.25
18.9955 9.45 29.75
8.58638 -5.25 43.25
34.0744 13.95 47.75
7.27582 11.55 70.25
34.8426 6.75 83.75
18.4833 9.15 25.25
18.4833 9.15 16.25
15.2747 -17.25 56.75
22.2794 13.95 83.75
15.5157 -12.45 47.75
18.5737 6.45 79.25
4.29319 -0.75 61.25
18.3327 6.45 52.25
